name,console,genre,region,publisher,views,download,released,rate,site,link
Monster High: Skultimate Roller Maze,Nintendo 3DS,racing,EU,Little Orbit,"2,119","1,699",None,4.7/5 (2 votes),ROMSFUN.com,https://romsfun.com/roms/3ds/monster-high-skultimate-roller-maze.html
BlazBlue: Continuum Shift 2,Nintendo 3DS,fighting,EU,Aksys Games,"3,457","1,694",None,2.6/5 (7 votes),ROMSFUN.com,https://romsfun.com/roms/3ds/blazblue-continuum-shift-2.html
Detective Pikachu,Nintendo 3DS,adventure,Japan,Nintendo,921,"1,687",None,4.2/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/3ds/detective-pikachu-2.html
Ever Oasis,Nintendo 3DS,"action,adventure",Japan,Nintendo,926,"1,676",None,4.5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/3ds/ever-oasis-2.html
Spy Hunter,Nintendo 3DS,racing,EU,Warner Bros,"2,539","1,662",None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/3ds/spy-hunter-2.html
Dillon’s Dead Heat Breakers,Nintendo 3DS,"action,strategy",EU,Nintendo,"2,967","1,659",None,2.8/5 (2 votes),ROMSFUN.com,https://romsfun.com/roms/3ds/dillons-dead-heat-breakers.html
Scooby Doo &amp; Looney Tunes Cartoon Universe: Adventure,Nintendo 3DS,"action,adventure",US,Warner Bros,"2,661","1,658",None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/3ds/scooby-doo-looney-tunes-cartoon-universe-adventure.html
Yo-Kai Watch 3: Sushi,Nintendo 3DS,"N,o,n,e",None,None,899,"1,656",None,3.6/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/3ds/yo-kai-watch-3-sushi.html
Nekketsu Kōha Kunio-Kun Special,Nintendo 3DS,fighting,JP,Arc System Works,"2,976","1,646",None,2.7/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/3ds/nekketsu-koha-kunio-kun-special.html
Samurai Warriors: Chronicles,Nintendo 3DS,"adventure,fighting",EU,Tecmo Koei,"3,473","1,641",None,4.4/5 (3 votes),ROMSFUN.com,https://romsfun.com/roms/3ds/samurai-warriors-chronicles.html
Barbie Dreamhouse Party,Nintendo 3DS,simulator,EU,Little Orbit,"2,979","1,636","Nov 12, 2013",4/5 (2 votes),ROMSFUN.com,https://romsfun.com/roms/3ds/barbie-dreamhouse-party.html
Dragon Quest XI: Sugi Sarishi Toki o Motomete,Nintendo 3DS,role-playing,None,Square Enix,"1,034","1,628",None,3.3/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/3ds/dragon-quest-xi-sugi-sarishi-toki-o-motomete.html
Dragon Quest VIII: Journey of the Cursed King,Nintendo 3DS,role-playing,Spain,Square Enix,950,"1,602",None,3.2/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/3ds/dragon-quest-viii-journey-of-the-cursed-king-3.html
NASCAR: Unleashed,Nintendo 3DS,racing,WW,Activision,"2,555","1,596","November 1, 2011",5/5 (2 votes),ROMSFUN.com,https://romsfun.com/roms/3ds/nascar-unleashed.html
Taiko no Tatsujin: Chibi Dragon to Fushigi na Orb,Nintendo 3DS,music,None,BANDAI NAMCO Entertainment,891,"1,578",None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/3ds/taiko-no-tatsujin-chibi-dragon-to-fushigi-na-orb.html
Zero Time Dilemma,Nintendo 3DS,"action,puzzle",US,Aksys Games,"3,821","1,572",28th Jun 2016 (USA),3.7/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/3ds/zero-time-dilemma.html
My Vet Practice 3D – In the Country,Nintendo 3DS,simulator,EU,TREVA Entertainment GmbH,"1,204","1,571",None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/3ds/my-vet-practice-3d-in-the-country.html
Puyo Puyo Chronicle,Nintendo 3DS,other,JP,SEGA,"2,687","1,569",None,3.8/5 (6 votes),ROMSFUN.com,https://romsfun.com/roms/3ds/puyo-puyo-chronicle.html
Senran Kagura 2: Deep Crimson,Nintendo 3DS,"action,adventure",Japan,Inc.,941,"1,564",None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/3ds/senran-kagura-2-deep-crimson-2.html
Shingeki no Kyojin Shichi Kara no Dasshutsu,Nintendo 3DS,"N,o,n,e",None,Koei Tecmo Games,947,"1,560",None,4/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/3ds/shingeki-no-kyojin-shichi-kara-no-dasshutsu.html
FabStyle,Nintendo 3DS,"N,o,n,e",None,None,734,"1,557",None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/3ds/fabstyle.html
Penguins of Madagascar,Nintendo 3DS,"action,adventure",EU,Little Orbit,"2,870","1,556","Nov 25, 2014",4/5 (2 votes),ROMSFUN.com,https://romsfun.com/roms/3ds/penguins-of-madagascar.html
Bust A Move Universe,Nintendo 3DS,"arcade,puzzle",EU,Square Enix,"2,382","1,545",None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/3ds/bust-a-move-universe.html
Disney Epic Mickey: Power of Illusion,Nintendo 3DS,platform,Spain,Disney Interactive,738,"1,540",None,4.2/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/3ds/disney-epic-mickey-power-of-illusion-2.html
The Smurfs,Nintendo 3DS,puzzle,EU,Ubisoft,"2,277","1,532",None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/3ds/the-smurfs.html
Theatrhythm Dragon Quest,Nintendo 3DS,other,WW,Square Enix,"3,101","1,530","March 26, 2015",4.2/5 (4 votes),ROMSFUN.com,https://romsfun.com/roms/3ds/theatrhythm-dragon-quest.html
YAKARI: The Mystery of Four Seasons,Nintendo 3DS,action,EU,Microids,"1,185","1,524",None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/3ds/yakari-the-mystery-of-four-seasons.html
Cars 2,Nintendo 3DS,racing,None,Disney Interactive Studios,815,"1,514",None,4/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/3ds/cars-2-4.html
Pinball Hall of Fame: The Williams Collection,Nintendo 3DS,"simulator,sport",US,Crave Entertainment,"2,194","1,490",None,4.5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/3ds/pinball-hall-of-fame-the-williams-collection-2.html
Finding Nemo: Escape to the Big Blue,Nintendo 3DS,"action,puzzle",EU,Disney Interactive Studios,"2,725","1,489",None,4/5 (2 votes),ROMSFUN.com,https://romsfun.com/roms/3ds/finding-nemo-escape-to-the-big-blue.html
Harvest Moon 3D: The Lost Valley,Nintendo 3DS,life-simulation,Europe,Natsume,890,"1,484",None,2.5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/3ds/harvest-moon-3d-the-lost-valley.html
Dragon Quest VII: Fragments of the Forgotten Past,Nintendo 3DS,role-playing,Japan,Square Enix,943,"1,464",None,3.5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/3ds/dragon-quest-vii-fragments-of-the-forgotten-past-2.html
High School DxD,Nintendo 3DS,adventure,None,Kadokawa Shoten,985,"1,449",None,3.7/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/3ds/high-school-dxd.html
Puyo Puyo!! 20th Anniversary,Nintendo 3DS,puzzle,JP,SEGA,"2,406","1,447",None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/3ds/puyo-puyo-20th-anniversary-2.html
Fire Emblem Fates: Conquest,Nintendo 3DS,"role-playing,strategy",Japan,Nintendo,921,"1,447",None,3.4/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/3ds/fire-emblem-fates-conquest.html
Winx Club: Saving Alfea,Nintendo 3DS,other,US,Little Orbit,"2,725","1,437",None,3/5 (5 votes),ROMSFUN.com,https://romsfun.com/roms/3ds/winx-club-saving-alfea.html
Nanatsu no Taizai: The Seven Deadly Sins: Unjust Sin,Nintendo 3DS,"action,adventure",None,Bandai Namco Games,946,"1,434",None,4.7/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/3ds/nanatsu-no-taizai-the-seven-deadly-sins-unjust-sin.html
Farming Simulator 14,Nintendo 3DS,simulator,EU,GIANTS Software,"2,614","1,429","November 18, 2013",2/5 (18 votes),ROMSFUN.com,https://romsfun.com/roms/3ds/farming-simulator-14.html
"Phonics Fun with Biff, Chip &amp; Kipper: Vol. 1",Nintendo 3DS,other,EU,Nintendo,"1,032","1,430",None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/3ds/phonics-fun-with-biff-chip-kipper-vol-1.html
Final Fantasy: Explorers,Nintendo 3DS,role-playing,None,Square Enix,784,"1,429",None,3.7/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/3ds/final-fantasy-explorers-2.html
Mahjong 3D: Warriors of the Emperor,Nintendo 3DS,"N,o,n,e",None,None,483,"1,420",None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/3ds/mahjong-3d-warriors-of-the-emperor.html
Young Justice: Legacy,Nintendo 3DS,action,None,Little Orbit,933,"1,418",None,4.2/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/3ds/young-justice-legacy-2.html
Zoo Resort 3D,Nintendo 3DS,simulator,EU,Ubisoft,"2,280","1,418",None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/3ds/zoo-resort-3d.html
FIFA 13,Nintendo 3DS,"N,o,n,e",North America,None,709,"1,406",None,2.7/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/3ds/fifa-13-4.html
