name,console,genre,region,publisher,views,download,released,rate,site,link
Star Wars: Episode I: Jedi Power Battles,Sega Dreamcast,"action,platform",None,LucasArts,"1,133",773,None,4.1/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/dreamcast/star-wars-episode-i-jedi-power-battles-2.html
SGGG: Segagaga,Sega Dreamcast,role-playing,Japan,SEGA,"1,913",762,None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/dreamcast/sggg-segagaga.html
Es,Sega Dreamcast,"N,o,n,e",None,None,"1,099",761,None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/dreamcast/es.html
Zero Gunner 2,Sega Dreamcast,shooter,None,Psikyo,"1,368",748,None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/dreamcast/zero-gunner-2.html
Star Wars: Episode I: Racer,Sega Dreamcast,racing,United States,LucasArts Entertainment Company LLC,915,740,None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/dreamcast/star-wars-episode-i-racer-2.html
Cannon Spike,Sega Dreamcast,"action,shooter",Japan,Capcom,"1,178",740,None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/dreamcast/cannon-spike.html
Virtua Striker 2,Sega Dreamcast,sports,Japan,SEGA,"1,325",739,None,4/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/dreamcast/virtua-striker-2.html
"Sakura Taisen 4: Koi seyo, Otome",Sega Dreamcast,"adventure,strategy",None,SEGA,"1,075",733,None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/dreamcast/sakura-taisen-4-koi-seyo-otome.html
The King of Fighters 2001,Sega Dreamcast,fighting,None,Eolith,"1,363",726,None,4/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/dreamcast/the-king-of-fighters-2001.html
Carrier,Sega Dreamcast,"action,adventure",None,Jaleco Entertainment,"1,060",719,None,4.5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/dreamcast/carrier.html
Fighting Force 2,Sega Dreamcast,beat-em-up,None,Eidos Interactive,979,708,None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/dreamcast/fighting-force-2-2.html
Soldier of Fortune,Sega Dreamcast,"action,shooter",None,Crave Entertainment,985,700,None,4/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/dreamcast/soldier-of-fortune.html
Motto Pro Yakyuu Team o Tsukurou!,Sega Dreamcast,sports,None,SEGA,913,700,None,4.2/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/dreamcast/motto-pro-yakyuu-team-o-tsukurou.html
Guilty Gear X,Sega Dreamcast,fighting,None,Sammy Corporation,"1,139",698,None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/dreamcast/guilty-gear-x.html
F355 Challenge: Passione Rossa,Sega Dreamcast,"racing,sports",None,Acclaim,908,695,None,3.6/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/dreamcast/f355-challenge-passione-rossa.html
