name,console,region,rating,size,link,site
Hawkeye (Europe) (Thalamus Hits 1986-1988 Compilation) (Side 1),Commodore 64,Europe,5.00 (1 votes),7.32 kB,https://www.romsgames.net/commodore-64-rom-hawkeye-europe-thalamus-hits-1986-1988-compilation-side-1/,https://www.romsgames.net/
California_Games_copy2.Epyx.ESI,Commodore 64,US English,5.00 (1 votes),220 kB,https://www.romsgames.net/commodore-64-rom-california-games-copy2epyxesi/,https://www.romsgames.net/
Gyruss,Commodore 64,US English,5.00 (1 votes),13.3 kB,https://www.romsgames.net/commodore-64-rom-gyruss/,https://www.romsgames.net/
Boulderdash_06.No_One.RCC,Commodore 64,US English,5.00 (1 votes),21.3 kB,https://www.romsgames.net/commodore-64-rom-boulderdash-06no-onercc/,https://www.romsgames.net/
Return_of_the_jedi,Commodore 64,US English,5.00 (1 votes),45.3 kB,https://www.romsgames.net/commodore-64-rom-return-of-the-jedi/,https://www.romsgames.net/
"X-Men - Madness In Murderworld (USA, Europe) (Side 1)",Commodore 64,US English,5.00 (1 votes),8.79 kB,https://www.romsgames.net/commodore-64-rom-x-men---madness-in-murderworld-usa-europe-side-1/,https://www.romsgames.net/
Karateka_c2.Broderbund,Commodore 64,US English,5.00 (1 votes),83.4 kB,https://www.romsgames.net/commodore-64-rom-karateka-c2broderbund/,https://www.romsgames.net/
Robocop_2.Ocean.+2-3532,Commodore 64,US English,5.00 (1 votes),113 kB,https://www.romsgames.net/commodore-64-rom-robocop-2ocean2-3532/,https://www.romsgames.net/
Toki,Commodore 64,US English,5.00 (1 votes),124 kB,https://www.romsgames.net/commodore-64-rom-toki/,https://www.romsgames.net/
Zak McKracken And The Alien Mindbenders (Germany) (Side 2),Commodore 64,US English,2.50 (2 votes),6.51 kB,https://www.romsgames.net/commodore-64-rom-zak-mckracken-and-the-alien-mindbenders-germany-side-2/,https://www.romsgames.net/
R-Type (Europe) (Side 1),Commodore 64,Europe,5.00 (1 votes),5.19 kB,https://www.romsgames.net/commodore-64-rom-r-type-europe-side-1/,https://www.romsgames.net/
Thundercats,Commodore 64,US English,5.00 (1 votes),44.5 kB,https://www.romsgames.net/commodore-64-rom-thundercats/,https://www.romsgames.net/
"007 - The Living Daylights (USA, Europe)",Commodore 64,US English,5.00 (1 votes),8.01 kB,https://www.romsgames.net/commodore-64-rom-007---the-living-daylights-usa-europe/,https://www.romsgames.net/
Beach_Head_2.Access.hd-REM,Commodore 64,US English,5.00 (1 votes),75.9 kB,https://www.romsgames.net/commodore-64-rom-beach-head-2accesshd-rem/,https://www.romsgames.net/
Marble_Madness.EA,Commodore 64,US English,5.00 (1 votes),170 kB,https://www.romsgames.net/commodore-64-rom-marble-madnessea/,https://www.romsgames.net/
Cobra,Commodore 64,US English,5.00 (1 votes),56.8 kB,https://www.romsgames.net/commodore-64-rom-cobra/,https://www.romsgames.net/
Moon_Patrol.Atari.CRT-original,Commodore 64,US English,5.00 (1 votes),12.0 kB,https://www.romsgames.net/commodore-64-rom-moon-patrolataricrt-original/,https://www.romsgames.net/
Pang,Commodore 64,US English,5.00 (1 votes),114 kB,https://www.romsgames.net/commodore-64-rom-pang/,https://www.romsgames.net/
Startrek,Commodore 64,US English,5.00 (1 votes),10.9 kB,https://www.romsgames.net/commodore-64-rom-startrek/,https://www.romsgames.net/
Impossible_Mission_2_NTSC.Epyx.ESI,Commodore 64,US English,5.00 (1 votes),93.0 kB,https://www.romsgames.net/commodore-64-rom-impossible-mission-2-ntscepyxesi/,https://www.romsgames.net/
Rick_dangerous_ii.microstyle,Commodore 64,US English,5.00 (1 votes),90.3 kB,https://www.romsgames.net/commodore-64-rom-rick-dangerous-iimicrostyle/,https://www.romsgames.net/
Microprose_Soccer.Microprose.p-REM,Commodore 64,US English,5.00 (1 votes),82.1 kB,https://www.romsgames.net/commodore-64-rom-microprose-soccermicroprosep-rem/,https://www.romsgames.net/
Gauntlet_2.US_Gold.+1d-FLT+ESI,Commodore 64,US English,5.00 (1 votes),109 kB,https://www.romsgames.net/commodore-64-rom-gauntlet-2us-gold1d-fltesi/,https://www.romsgames.net/
Bomb_jack_2,Commodore 64,US English,5.00 (1 votes),41.0 kB,https://www.romsgames.net/commodore-64-rom-bomb-jack-2/,https://www.romsgames.net/
"Wing Commander + Skyjet (USA, Europe)",Commodore 64,US English,5.00 (1 votes),7.74 kB,https://www.romsgames.net/commodore-64-rom-wing-commander-skyjet-usa-europe/,https://www.romsgames.net/
Pole_Position_copy3.Atari,Commodore 64,US English,5.00 (1 votes),11.0 kB,https://www.romsgames.net/commodore-64-rom-pole-position-copy3atari/,https://www.romsgames.net/
Star_wars_atari,Commodore 64,US English,3.00 (1 votes),10.5 kB,https://www.romsgames.net/commodore-64-rom-star-wars-atari/,https://www.romsgames.net/
Jet_Set_Willy_2.Software_Projects,Commodore 64,US English,5.00 (1 votes),44.6 kB,https://www.romsgames.net/commodore-64-rom-jet-set-willy-2software-projects/,https://www.romsgames.net/
Superzaxxon,Commodore 64,US English,5.00 (1 votes),25.1 kB,https://www.romsgames.net/commodore-64-rom-superzaxxon/,https://www.romsgames.net/
"Skyfox (USA, Europe)",Commodore 64,US English,5.00 (1 votes),6.84 kB,https://www.romsgames.net/commodore-64-rom-skyfox-usa-europe/,https://www.romsgames.net/
Hobbit+,Commodore 64,US English,5.00 (1 votes),33.7 kB,https://www.romsgames.net/commodore-64-rom-hobbit/,https://www.romsgames.net/
Bards_Tale_2.EA.+1-3532,Commodore 64,US English,5.00 (0 votes),312 kB,https://www.romsgames.net/commodore-64-rom-bards-tale-2ea1-3532/,https://www.romsgames.net/
Gauntlet.US_Gold.Austcrac,Commodore 64,US English,5.00 (1 votes),81.8 kB,https://www.romsgames.net/commodore-64-rom-gauntletus-goldaustcrac/,https://www.romsgames.net/
Testdrv2,Commodore 64,US English,5.00 (1 votes),281 kB,https://www.romsgames.net/commodore-64-rom-testdrv2/,https://www.romsgames.net/
Altered Beast,Commodore 64,US English,5.00 (1 votes),6.50 kB,https://www.romsgames.net/commodore-64-rom-altered-beast/,https://www.romsgames.net/
IK+.System_3.pd-TCS,Commodore 64,US English,5.00 (1 votes),47.0 kB,https://www.romsgames.net/commodore-64-rom-iksystem-3pd-tcs/,https://www.romsgames.net/
Frogger_II_Threedeep.Parker.CRT-original,Commodore 64,US English,5.00 (1 votes),11.3 kB,https://www.romsgames.net/commodore-64-rom-frogger-ii-threedeepparkercrt-original/,https://www.romsgames.net/
Road_runner,Commodore 64,US English,5.00 (1 votes),49.8 kB,https://www.romsgames.net/commodore-64-rom-road-runner/,https://www.romsgames.net/
Limbo_2.CDU,Commodore 64,US English,5.00 (1 votes),26.7 kB,https://www.romsgames.net/commodore-64-rom-limbo-2cdu/,https://www.romsgames.net/
Creatures.Thalamus.+7-Ikari_and_Talent,Commodore 64,US English,5.00 (1 votes),139 kB,https://www.romsgames.net/commodore-64-rom-creaturesthalamus7-ikari-and-talent/,https://www.romsgames.net/
Masters_of_Universe.Gremlin.+1-THT,Commodore 64,US English,5.00 (1 votes),41.9 kB,https://www.romsgames.net/commodore-64-rom-masters-of-universegremlin1-tht/,https://www.romsgames.net/
Enduro_Racer.Activision,Commodore 64,US English,5.00 (1 votes),31.9 kB,https://www.romsgames.net/commodore-64-rom-enduro-raceractivision/,https://www.romsgames.net/
Boulderdash_16..SCI,Commodore 64,US English,5.00 (1 votes),33.8 kB,https://www.romsgames.net/commodore-64-rom-boulderdash-16sci/,https://www.romsgames.net/
Buck_Rogers_Planet_Of_Zoom.Sega.CRT-original,Commodore 64,US English,5.00 (1 votes),11.1 kB,https://www.romsgames.net/commodore-64-rom-buck-rogers-planet-of-zoomsegacrt-original/,https://www.romsgames.net/
Space_Taxi.Muse.HJD,Commodore 64,US English,5.00 (1 votes),78.3 kB,https://www.romsgames.net/commodore-64-rom-space-taximusehjd/,https://www.romsgames.net/
Uridium.Graftgold.+7hd-REM,Commodore 64,US English,5.00 (1 votes),37.1 kB,https://www.romsgames.net/commodore-64-rom-uridiumgraftgold7hd-rem/,https://www.romsgames.net/
Buggy_Boy.Elite.+1hpd-REM,Commodore 64,US English,5.00 (1 votes),45.5 kB,https://www.romsgames.net/commodore-64-rom-buggy-boyelite1hpd-rem/,https://www.romsgames.net/
Spy_Vs_Spy_3.First_Star.pd-REM,Commodore 64,US English,5.00 (1 votes),44.6 kB,https://www.romsgames.net/commodore-64-rom-spy-vs-spy-3first-starpd-rem/,https://www.romsgames.net/
Ikari_Warriors.Data_East.ESI,Commodore 64,US English,5.00 (1 votes),28.0 kB,https://www.romsgames.net/commodore-64-rom-ikari-warriorsdata-eastesi/,https://www.romsgames.net/
River_Raid.Activision.+5hpd-REM,Commodore 64,US English,5.00 (1 votes),16.2 kB,https://www.romsgames.net/commodore-64-rom-river-raidactivision5hpd-rem/,https://www.romsgames.net/
Knight_Rider.Ocean.SCA,Commodore 64,US English,5.00 (1 votes),22.8 kB,https://www.romsgames.net/commodore-64-rom-knight-rideroceansca/,https://www.romsgames.net/
Caveman_Ugh_Lympics.EA.ATC,Commodore 64,US English,5.00 (1 votes),385 kB,https://www.romsgames.net/commodore-64-rom-caveman-ugh-lympicseaatc/,https://www.romsgames.net/
Tapper.Bally_Midway,Commodore 64,US English,5.00 (1 votes),104 kB,https://www.romsgames.net/commodore-64-rom-tapperbally-midway/,https://www.romsgames.net/
Exploding_Fist_2.Beam.+2pd-REM,Commodore 64,US English,5.00 (1 votes),102 kB,https://www.romsgames.net/commodore-64-rom-exploding-fist-2beam2pd-rem/,https://www.romsgames.net/
Mercenary,Commodore 64,US English,5.00 (1 votes),80.3 kB,https://www.romsgames.net/commodore-64-rom-mercenary/,https://www.romsgames.net/
Strider,Commodore 64,US English,5.00 (1 votes),165 kB,https://www.romsgames.net/commodore-64-rom-strider/,https://www.romsgames.net/
Boulderdash_07.No_One.RCC,Commodore 64,US English,5.00 (1 votes),21.0 kB,https://www.romsgames.net/commodore-64-rom-boulderdash-07no-onercc/,https://www.romsgames.net/
Seven_cities_of_gold,Commodore 64,US English,5.00 (1 votes),67.2 kB,https://www.romsgames.net/commodore-64-rom-seven-cities-of-gold/,https://www.romsgames.net/
